target,target_role,fold,feature,standardized_coefficient,abs_standardized_coefficient,sign,train_records,test_records,train_positive_records,test_positive_records,train_unique_images,test_unique_images
large_undergrading,primary,2,expected_grade,0.8705198721726863,0.8705198721726863,1,5292,1308,220,43,882,218
large_undergrading,primary,2,expected_gap,0.7775080134592239,0.7775080134592239,1,5292,1308,220,43,882,218
large_undergrading,primary,2,top2_more_severe,-0.22272228827409915,0.22272228827409915,-1,5292,1308,220,43,882,218
large_undergrading,primary,2,pred_le_2,1.2430389575656773,1.2430389575656773,1,5292,1308,220,43,882,218
large_undergrading,primary,2,gated_severe_prob_mass,0.09453954006066095,0.09453954006066095,1,5292,1308,220,43,882,218
large_undergrading,primary,2,top2_more_severe_conf,0.5352849004181726,0.5352849004181726,1,5292,1308,220,43,882,218
large_undergrading,primary,3,confidence,0.06516160524512958,0.06516160524512958,1,5292,1308,205,58,882,218
large_undergrading,primary,3,margin,-0.005238154153116209,0.005238154153116209,-1,5292,1308,205,58,882,218
large_undergrading,primary,3,entropy_norm,-0.2355179256796335,0.2355179256796335,-1,5292,1308,205,58,882,218
large_undergrading,primary,3,pred_grade,0.6126180009334556,0.6126180009334556,1,5292,1308,205,58,882,218
large_undergrading,primary,3,top2_grade,-0.1479034422026057,0.1479034422026057,-1,5292,1308,205,58,882,218
large_undergrading,primary,3,top2_confidence,0.12256306079516446,0.12256306079516446,1,5292,1308,205,58,882,218
large_undergrading,primary,3,severe_prob_mass,-1.1174487165625744,1.1174487165625744,-1,5292,1308,205,58,882,218
large_undergrading,primary,3,expected_grade,1.053476825232142,1.053476825232142,1,5292,1308,205,58,882,218
large_undergrading,primary,3,expected_gap,1.118143636894533,1.118143636894533,1,5292,1308,205,58,882,218
large_undergrading,primary,3,top2_more_severe,-0.10444101937803206,0.10444101937803206,-1,5292,1308,205,58,882,218
large_undergrading,primary,3,pred_le_2,1.1290951322189224,1.1290951322189224,1,5292,1308,205,58,882,218
large_undergrading,primary,3,gated_severe_prob_mass,0.24340672772747438,0.24340672772747438,1,5292,1308,205,58,882,218
large_undergrading,primary,3,top2_more_severe_conf,0.33772156986620633,0.33772156986620633,1,5292,1308,205,58,882,218
large_undergrading,primary,4,confidence,0.08374699129151303,0.08374699129151303,1,5262,1338,192,71,877,223
large_undergrading,primary,4,margin,-0.034962297030742384,0.034962297030742384,-1,5262,1338,192,71,877,223
large_undergrading,primary,4,entropy_norm,-0.03220432326768341,0.03220432326768341,-1,5262,1338,192,71,877,223
large_undergrading,primary,4,pred_grade,0.413861100032669,0.413861100032669,1,5262,1338,192,71,877,223
large_undergrading,primary,4,top2_grade,-0.013903826727809864,0.013903826727809864,-1,5262,1338,192,71,877,223
large_undergrading,primary,4,top2_confidence,0.23037257076310283,0.23037257076310283,1,5262,1338,192,71,877,223
large_undergrading,primary,4,severe_prob_mass,-1.0150466501203723,1.0150466501203723,-1,5262,1338,192,71,877,223
large_undergrading,primary,4,expected_grade,0.7604989595851283,0.7604989595851283,1,5262,1338,192,71,877,223
large_undergrading,primary,4,expected_gap,0.8914502637371963,0.8914502637371963,1,5262,1338,192,71,877,223
large_undergrading,primary,4,top2_more_severe,-0.13464659802378992,0.13464659802378992,-1,5262,1338,192,71,877,223
large_undergrading,primary,4,pred_le_2,1.1380900217689924,1.1380900217689924,1,5262,1338,192,71,877,223
large_undergrading,primary,4,gated_severe_prob_mass,0.18334894856051895,0.18334894856051895,1,5262,1338,192,71,877,223
large_undergrading,primary,4,top2_more_severe_conf,0.3206702500894057,0.3206702500894057,1,5262,1338,192,71,877,223
large_undergrading,primary,5,confidence,-0.15928306900217037,0.15928306900217037,-1,5274,1326,220,43,879,221
large_undergrading,primary,5,margin,-0.10529069086471816,0.10529069086471816,-1,5274,1326,220,43,879,221
large_undergrading,primary,5,entropy_norm,-0.22893075204589966,0.22893075204589966,-1,5274,1326,220,43,879,221
large_undergrading,primary,5,pred_grade,0.5577915662526778,0.5577915662526778,1,5274,1326,220,43,879,221
large_undergrading,primary,5,top2_grade,-0.04181316358762805,0.04181316358762805,-1,5274,1326,220,43,879,221
large_undergrading,primary,5,top2_confidence,0.010299768865470215,0.010299768865470215,1,5274,1326,220,43,879,221
large_undergrading,primary,5,severe_prob_mass,-1.1082806188114336,1.1082806188114336,-1,5274,1326,220,43,879,221
large_undergrading,primary,5,expected_grade,0.9579720901704,0.9579720901704,1,5274,1326,220,43,879,221
large_undergrading,primary,5,expected_gap,1.0208122932080579,1.0208122932080579,1,5274,1326,220,43,879,221
large_undergrading,primary,5,top2_more_severe,0.08000744118858198,0.08000744118858198,1,5274,1326,220,43,879,221
large_undergrading,primary,5,pred_le_2,1.1054750404540643,1.1054750404540643,1,5274,1326,220,43,879,221
large_undergrading,primary,5,gated_severe_prob_mass,0.06468805786636132,0.06468805786636132,1,5274,1326,220,43,879,221
large_undergrading,primary,5,top2_more_severe_conf,0.2940624676374005,0.2940624676374005,1,5274,1326,220,43,879,221
vision_threatening_dr_miss,primary,1,confidence,-0.06995212527703548,0.06995212527703548,-1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,margin,-0.10363332399139434,0.10363332399139434,-1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,entropy_norm,-0.546237380631725,0.546237380631725,-1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,pred_grade,1.1656038585683497,1.1656038585683497,1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,top2_grade,-0.2864245603884426,0.2864245603884426,-1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,top2_confidence,0.15402836737990216,0.15402836737990216,1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,severe_prob_mass,-1.1581231878256018,1.1581231878256018,-1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,expected_grade,1.482621927524291,1.482621927524291,1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,expected_gap,0.5929590745295695,0.5929590745295695,1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,top2_more_severe,0.224837182580859,0.224837182580859,1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,pred_le_2,1.4357626326974564,1.4357626326974564,1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,gated_severe_prob_mass,0.6028941121302414,0.6028941121302414,1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,1,top2_more_severe_conf,0.18956563609612004,0.18956563609612004,1,5268,1332,314,77,878,222
vision_threatening_dr_miss,primary,2,confidence,0.08275854153623179,0.08275854153623179,1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,margin,-0.013024219341444519,0.013024219341444519,-1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,entropy_norm,-0.36570207534050414,0.36570207534050414,-1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,pred_grade,0.9476973694703632,0.9476973694703632,1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,top2_grade,-0.001838207572745588,0.001838207572745588,-1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,top2_confidence,0.17174995496375275,0.17174995496375275,1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,severe_prob_mass,-1.1384375574406265,1.1384375574406265,-1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,expected_grade,1.2470168846207188,1.2470168846207188,1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,expected_gap,0.5843480750430919,0.5843480750430919,1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,top2_more_severe,-0.11121980589031616,0.11121980589031616,-1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,pred_le_2,1.3968850283085024,1.3968850283085024,1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,gated_severe_prob_mass,0.5731874163408494,0.5731874163408494,1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,2,top2_more_severe_conf,0.31400680875144615,0.31400680875144615,1,5292,1308,322,69,882,218
vision_threatening_dr_miss,primary,3,confidence,-0.05240744539982789,0.05240744539982789,-1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,margin,-0.05020840389319227,0.05020840389319227,-1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,entropy_norm,-0.34609924036701245,0.34609924036701245,-1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,pred_grade,0.9706549225117885,0.9706549225117885,1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,top2_grade,0.05832198839419906,0.05832198839419906,1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,top2_confidence,0.043939335935529386,0.043939335935529386,1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,severe_prob_mass,-1.169147805623752,1.169147805623752,-1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,expected_grade,1.2149812767029917,1.2149812767029917,1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,expected_gap,0.44792298815728554,0.44792298815728554,1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,top2_more_severe,-0.11386315703359903,0.11386315703359903,-1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,pred_le_2,1.4720418500725396,1.4720418500725396,1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,gated_severe_prob_mass,0.5446132152034099,0.5446132152034099,1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,3,top2_more_severe_conf,0.318983880817185,0.318983880817185,1,5298,1302,319,72,883,217
vision_threatening_dr_miss,primary,4,confidence,-0.10334607976564288,0.10334607976564288,-1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,margin,-0.12264273917764194,0.12264273917764194,-1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,entropy_norm,-0.3970878349950755,0.3970878349950755,-1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,pred_grade,1.328971980565856,1.328971980565856,1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,top2_grade,-0.03710219439480277,0.03710219439480277,-1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,top2_confidence,0.14811368764312632,0.14811368764312632,1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,severe_prob_mass,-1.3724323252906856,1.3724323252906856,-1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,expected_grade,1.759459995993373,1.759459995993373,1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,expected_gap,0.8339424922020401,0.8339424922020401,1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,top2_more_severe,0.05816406498860571,0.05816406498860571,1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,pred_le_2,1.5264296318116077,1.5264296318116077,1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,gated_severe_prob_mass,0.4757392772047506,0.4757392772047506,1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,4,top2_more_severe_conf,0.04439855972980696,0.04439855972980696,1,5268,1332,318,73,878,222
vision_threatening_dr_miss,primary,5,confidence,-0.0010753978230727134,0.0010753978230727134,-1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,margin,-0.06906157186412014,0.06906157186412014,-1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,entropy_norm,-0.342049758265715,0.342049758265715,-1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,pred_grade,0.9836209190136902,0.9836209190136902,1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,top2_grade,0.11223942608583944,0.11223942608583944,1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,top2_confidence,0.1786186138400789,0.1786186138400789,1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,severe_prob_mass,-1.2160271760094723,1.2160271760094723,-1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,expected_grade,1.296334997433959,1.296334997433959,1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,expected_gap,0.6135131250197322,0.6135131250197322,1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,top2_more_severe,-0.12014619286788511,0.12014619286788511,-1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,pred_le_2,1.4564298742878976,1.4564298742878976,1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,gated_severe_prob_mass,0.4696529449914715,0.4696529449914715,1,5274,1326,291,100,879,221
vision_threatening_dr_miss,primary,5,top2_more_severe_conf,0.17048458011517187,0.17048458011517187,1,5274,1326,291,100,879,221
dangerous_undergrading,secondary,1,confidence,0.23620025192616603,0.23620025192616603,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,margin,0.00691551997367029,0.00691551997367029,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,entropy_norm,-0.1278763179232427,0.1278763179232427,-1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,pred_grade,0.7932653838146264,0.7932653838146264,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,top2_grade,-0.18085381881642576,0.18085381881642576,-1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,top2_confidence,0.3740802290786385,0.3740802290786385,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,severe_prob_mass,-1.124276313890208,1.124276313890208,-1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,expected_grade,1.2011064981195616,1.2011064981195616,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,expected_gap,0.9757637136830809,0.9757637136830809,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,top2_more_severe,0.1226018626043306,0.1226018626043306,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,pred_le_2,1.2309550706934862,1.2309550706934862,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,gated_severe_prob_mass,0.33340166931978354,0.33340166931978354,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,1,top2_more_severe_conf,0.12773333881790297,0.12773333881790297,1,5256,1344,346,84,876,224
dangerous_undergrading,secondary,2,confidence,0.24105437999648746,0.24105437999648746,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,margin,0.04943131313117731,0.04943131313117731,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,entropy_norm,-0.05300260236328696,0.05300260236328696,-1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,pred_grade,0.710683190870281,0.710683190870281,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,top2_grade,-0.14016064888682292,0.14016064888682292,-1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,top2_confidence,0.2708639759085859,0.2708639759085859,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,severe_prob_mass,-1.0958872079703796,1.0958872079703796,-1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,expected_grade,1.0591755699378218,1.0591755699378218,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,expected_gap,0.8225637077697145,0.8225637077697145,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,top2_more_severe,0.1148135417314284,0.1148135417314284,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,pred_le_2,1.2177685952317798,1.2177685952317798,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,gated_severe_prob_mass,0.3424918105218758,0.3424918105218758,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,2,top2_more_severe_conf,0.3209476378079941,0.3209476378079941,1,5286,1314,332,98,881,219
dangerous_undergrading,secondary,3,confidence,-0.16906488559767127,0.16906488559767127,-1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,margin,-0.07177635800040558,0.07177635800040558,-1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,entropy_norm,-0.1307568135238454,0.1307568135238454,-1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,pred_grade,0.9274405511359042,0.9274405511359042,1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,top2_grade,-0.18536016823107007,0.18536016823107007,-1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,top2_confidence,-0.09343469270472489,0.09343469270472489,-1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,severe_prob_mass,-1.2081437139548759,1.2081437139548759,-1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,expected_grade,1.2884424835196648,1.2884424835196648,1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,expected_gap,0.7815038944818983,0.7815038944818983,1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,top2_more_severe,-0.021601808365074537,0.021601808365074537,-1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,pred_le_2,1.341831971889395,1.341831971889395,1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,gated_severe_prob_mass,0.2484075793189096,0.2484075793189096,1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,3,top2_more_severe_conf,0.42044399801908394,0.42044399801908394,1,5286,1314,321,109,881,219
dangerous_undergrading,secondary,4,confidence,0.18413290923910938,0.18413290923910938,1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,margin,-0.04006221911046155,0.04006221911046155,-1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,entropy_norm,-0.2690605693824909,0.2690605693824909,-1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,pred_grade,0.8155027145182743,0.8155027145182743,1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,top2_grade,-0.20215792567809637,0.20215792567809637,-1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,top2_confidence,0.4107115379779703,0.4107115379779703,1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,severe_prob_mass,-1.0298488932609422,1.0298488932609422,-1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,expected_grade,1.220425624099156,1.220425624099156,1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,expected_gap,0.9320125369714869,0.9320125369714869,1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,top2_more_severe,0.1825843958424008,0.1825843958424008,1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,pred_le_2,1.2727796258985917,1.2727796258985917,1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,gated_severe_prob_mass,0.543100345285742,0.543100345285742,1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,4,top2_more_severe_conf,-0.1017003509697658,0.1017003509697658,-1,5292,1308,338,92,882,218
dangerous_undergrading,secondary,5,confidence,0.09367698615386065,0.09367698615386065,1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,margin,-0.0410526844375832,0.0410526844375832,-1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,entropy_norm,-0.22982170573480673,0.22982170573480673,-1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,pred_grade,0.8228415777173346,0.8228415777173346,1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,top2_grade,-0.16436872067809258,0.16436872067809258,-1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,top2_confidence,0.2612465580448369,0.2612465580448369,1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,severe_prob_mass,-1.1303268119406933,1.1303268119406933,-1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,expected_grade,1.2021710027828096,1.2021710027828096,1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,expected_gap,0.8655039645863294,0.8655039645863294,1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,top2_more_severe,0.09649242682901484,0.09649242682901484,1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,pred_le_2,1.3230910715675002,1.3230910715675002,1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,gated_severe_prob_mass,0.42462292207919955,0.42462292207919955,1,5280,1320,383,47,880,220
dangerous_undergrading,secondary,5,top2_more_severe_conf,0.09533321896276044,0.09533321896276044,1,5280,1320,383,47,880,220
